,tweet_id,datetime,tweet_text,polarity,sentiment,author_id,followers_count,retweet_count,like_count,collection_time,original_tweet_id
5,1455567206364893187,2021-11-02 12:07:19,PLTR being pltr today,0.0,neutral,1422731339955150851,,0,1,2021-11-03 08:46:24,
4,1455567535760359424,2021-11-02 12:08:38,Everything money the channel that told you to stay away from Tesla in July up 100 and PLTR up 17 and to buy BABA 3 months ago down 29 my goldfish could make better analysis,0.17222222222222222,positive,294548572,29122,28,830,2021-11-03 08:46:24,
1,1455571029745541122,2021-11-02 12:22:31,Alright watching NVAX SAVA OTRK EXPE XELB for next possible trades,0.0,neutral,1382530260793581570,,1,63,2021-11-03 08:46:24,
24,1381763012953006080,2021-04-12 20:15:48,AOE summarize in one Tweet Palantir will secure amp monitor global Internet of Value with XRPL as the Pituitary Gland to teleport Data amp Currency w XRP underlying currency of everything itself backed by Chronon recognized by Galactic friends and unbreakable by corrupt Men,-0.033333333333333326,negative,1070040719589560325,,36,153,2021-11-03 08:46:23,
6,1455185915329097729,2021-11-01 10:52:12,PLTR I have this as a flat correction Looking for a big move to 35 38 28 Is the level to clear 24 64 can be used as stop,0.025000000000000005,positive,1371148264171569154,,1,8,2021-11-03 08:46:23,
16,1455237458984062978,2021-11-01 14:17:01,M riel was holding her arm where the blade of the king had left a deep cut She wandered through the shadows of the city She got what she came here for The Palantir was hidden under her cloak,-0.05555555555555555,negative,1450044654309855232,,0,1,2021-11-03 08:46:23,
12,1455257783134298120,2021-11-01 15:37:47,FREE Trade idea TSLA 11 19 1100P at 34 30 Overextended here 94 RSI on the daily Seeing nice UOA on the 11 19 1100P Pricey swing but can t miss the opportunity Due for a breather,0.21875,positive,1318715184609898509,6213,2,10,2021-11-03 08:46:23,
29,1455332972626726914,2021-11-01 20:36:34,If you can only select one stock for 5 years amp must be all in which one is your choice You can only add on the way but can t sell I ll be the last one to answer the question so don t look at me first,0.0625,positive,58262904,,19,230,2021-11-03 08:46:23,
30,1455450422148141064,2021-11-02 04:23:16,Let s remember BP uses Palantir s Foundry,0.0,neutral,1398929756402323458,,10,72,2021-11-03 08:46:23,
26,1455539133108166670,2021-11-02 10:15:46,PLTR bounce right here at support level we charted on the daily would be stocks trading fintwit,0.14285714285714285,positive,42264700,7291,0,2,2021-11-03 08:46:23,
7,1455540108577366030,2021-11-02 10:19:39,PLTR flushes more under LOD if you missed the first move,0.375,positive,1345101918075555846,4664,0,3,2021-11-03 08:46:23,
11,1455561859088715782,2021-11-02 11:46:04,CIA FBI NSA DHS ATF DEA TSA FDA EPA Tools of the New World Order,0.13636363636363635,positive,3256876080,,352,1051,2021-11-03 08:46:23,
20,1455562918729326592,2021-11-02 11:50:17,Tech mogul calls dads taking 6 months paternity leave losers,-0.2,negative,1217198127591186437,,2,5,2021-11-03 08:46:23,
21,1455568434121617412,2021-11-02 12:12:12,ALPP Are people finally seeing this as a LT hold,0.0,neutral,1311348676208529408,,6,26,2021-11-03 08:46:23,
22,1455573107687583747,2021-11-02 12:30:46,What s your PT for this week,0.0,neutral,1362902529382653959,,0,0,2021-11-03 08:46:23,
25,1455576371544068107,2021-11-02 12:43:44,I m pondering the idea of a patreon but would like to know what ppl want and see if it s interesting to me first If you have thoughts I d love to hear them here Just an anonymous form for ideas stocks trading finwit SOFI PLTR LCID SHIB,0.4166666666666667,positive,42264700,7291,1,1,2021-11-03 08:46:23,
17,1455577300985073668,2021-11-02 12:47:26,Took a 10 loss on PLTR Bought EOD yesterday and sold this morning when it broke 26 level,0.0,neutral,461942833,14,0,0,2021-11-03 08:46:23,
18,1455577703948582914,2021-11-02 12:49:02,Site down at work on a Tuesday opens outlook 2 new emails This is my Afghanistan he mutters under his breath,-0.009595959595959616,negative,1326276886792531969,,0,44,2021-11-03 08:46:23,
4,1455578773932421131,2021-11-02 12:53:17,Which stock in the 20s is most appealing to you SOFI PLTR LAC,0.5,positive,1286442357483872262,929,0,0,2021-11-03 08:46:23,
8,1455581044141281285,2021-11-02 13:02:18,SNAP You see why you don t blindly follow Flow or Sweepers I seriously don t know who was buying with these prices after a terrible reaction Careful of what you Follow Can see more downside,-0.2866666666666667,negative,959490844439883776,3636,0,8,2021-11-03 08:46:23,
10,1455581410132103176,2021-11-02 13:03:46,They selling PLTR 24 45 would be a nice buy but why wait,0.6,positive,447129562,26396,0,3,2021-11-03 08:46:23,
9,1455582446037184517,2021-11-02 13:07:53,PLTR The company has been the topic of widespread media for some time bigdata analytics I like the entry and setup Bought,0.0,neutral,63874443,79,1,1,2021-11-03 08:46:23,
5,1455582715999305738,2021-11-02 13:08:57,Can you analyze pltr,0.0,neutral,3271277600,193,0,0,2021-11-03 08:46:23,
3,1455582986364141575,2021-11-02 13:10:02,Two cultured men of refined taste who appreciated an ice cold Coors,-0.19999999999999998,negative,2259809232,,322,3986,2021-11-03 08:46:23,
0,1455584645492396044,2021-11-02 13:16:37,I just wish we could trust them on deleting anything,0.0,neutral,95639457,,2,9,2021-11-03 08:46:23,
1,1455585628201046023,2021-11-02 13:20:31,Facebook Plans to Shut Down Its Facial Recognition Program,-0.07777777777777779,negative,14957318,,1,0,2021-11-03 08:46:23,
25,1455146576268115974,2021-11-01 08:15:53,Just so you know tesla is probably the best stock to hold during inflation It has almost a hard line demand which means I can raise prices It has low debt and plenty of cash which is exactly what you want when money becomes expensive It has a crazy moat,-0.02361111111111112,negative,294548572,,146,1496,2021-11-03 08:46:22,
31,1455191709080559625,2021-11-01 11:15:14,PLTR D D I just know this current price is not caught up yet In fact the company closed 62 deals of 1 million or more in 2021 s second quarter Of those 30 deals were worth 5 million or more and 21 deals were worth 10 million or more All these deals signed in one Q,0.25,positive,854771637069246464,230,2,3,2021-11-03 08:46:22,
13,1455204423043584004,2021-11-01 12:05:45,Retweeting The last time TSLA split its stock was the 2nd week of Aug on Tues 8 11 after COB TSLA was at 1 374 275 split adj The 5 for 1 split was effective 8 31 Between 8 11 and 8 31 TSLA soared 81,0.19999999999999998,positive,1161703589942878208,,64,480,2021-11-03 08:46:22,
22,1455303923607212032,2021-11-01 18:41:08,THIS GUY LOST ALL HIS LIFE SAVING ON SQUD COIN WHILE PUMPING IT LIVE WHEN IT DROPPED 99 99 IN SECONDS,0.13636363636363635,positive,109813243,,208,1398,2021-11-03 08:46:22,
7,1455308678098296833,2021-11-01 19:00:01,Growth Account Oct 2021 Holdings 9 66 in Oct 11 82 YTD PLTR 7 6 of portfolio SE 7 2 DDOG 7 0 U 6 3 TDOC 6 3 NET 6 1 CRWD 5 9 SQ 5 3 APPS 3 6 ROKU 3 2 ZM 2 9 SOFI 0 9 calls Cash 37 7 Sold SMFR PINS PATH MRVI HOOD Sold half NET,-0.05555555555555555,negative,27771267,,13,332,2021-11-03 08:46:22,
1,1455372046045745156,2021-11-01 23:11:49,PLTR Nice daily trendline test if it can break out we will see a massive runner A break over 26 81 would send this back to hits highs around 29 and maybe this can finally be the time this pushes past 30 Keeping this on watch tomorrow,0.05833333333333333,positive,1319540410616864769,,9,73,2021-11-03 08:46:22,
29,1455473554217127941,2021-11-02 05:55:11,Diesen Freitag findet Deutschlands gr te Onlineveranstaltung zum Thema Finanzen und Geldanlage statt Ich freue mich sehr als Speaker dabei zu sein und nat rlich unter anderem ber sprechen zu d rfen Sichert euch kostenlose Tickets,0.0,neutral,24699707,,2,20,2021-11-03 08:46:22,
27,1455521829351792641,2021-11-02 09:07:01,PLTR has made some great movements since the low on 5 11 Higher lows and higher highs If we don t see a new high soon over 29 30 then I foresee more consolidation in that 25 range that PLTR loves so much,0.2870454545454546,positive,1216027703884877826,29,0,0,2021-11-03 08:46:22,
37,1455567640391421953,2021-11-02 12:09:03,PLTR getting choppy PLTR chart on,-0.2,negative,1298815963140251648,176,0,0,2021-11-03 08:46:22,
26,1455581988371505154,2021-11-02 13:06:04,My jaw dropped to the floor when I got this news Facebook is shutting down the facial recognition system that it introduced more than 10 years ago and deleting the faceprints of 1 billion people,0.11481481481481481,positive,25160944,,1799,6090,2021-11-03 08:46:22,
3,1455582779115253760,2021-11-02 13:09:12,WOW Real results from the tireless efforts of privacy activists and advocates who have made these societal concerns impossible to ignore,-0.12222222222222219,negative,24500377,,176,674,2021-11-03 08:46:22,
28,1455582951727583236,2021-11-02 13:09:53,JUST IN Facebook shuts down its facial recognition system and claims to delete the face scan data gathered from over 1 billion users,-0.07777777777777779,negative,15392486,,1874,6995,2021-11-03 08:46:22,
30,1455584712412602369,2021-11-02 13:16:53,Starting with 15k down to 10k back up to 85k Lot of thanks to this chat uaa nakd hive vale pltr nvda t fb xelb,0.011111111111111106,positive,1455584406366822400,,1,0,2021-11-03 08:46:22,
36,1455585307575869447,2021-11-02 13:19:15,societal concerns our office of genera counsel just got an unfriendly FBI interview,0.0,neutral,87615156,5642,6,38,2021-11-03 08:46:22,
34,1455585569241804810,2021-11-02 13:20:17,What have you seen there re contracts,0.0,neutral,102869127,,0,0,2021-11-03 08:46:22,
32,1455587166164291585,2021-11-02 13:26:38,Starting with 7k down to 5k back up to 55k Lot of thanks to this chat tqqq hive nakd teva pltr nvda slv t uvxy,0.011111111111111106,positive,1455586788349784066,0,1,0,2021-11-03 08:46:22,
33,1455587203984285697,2021-11-02 13:26:47,Starting with 7k down to 5k back up to 29k Lot of thanks to this chat UAA HIVE NAKD NVAD TEVA PLTR SLV VALE T,0.011111111111111106,positive,1455586932717719558,0,1,0,2021-11-03 08:46:22,
35,1455587298800803841,2021-11-02 13:27:10,Meta will delete face scans of 1 Billion users after providing copies to ClearviewAI and Palantir,0.0,neutral,730603182896746496,2212,4,19,2021-11-03 08:46:22,
23,1455590021071876097,2021-11-02 13:37:59,They used it to perfect their algorithms Now they don t need that data anymore,1.0,positive,19217369,,38,313,2021-11-03 08:46:22,
21,1455590528825892868,2021-11-02 13:40:00,gme dwac phun fsr sndl mvis any nok riot btbt pltr nakd coin mara btbt ocgn wish dwac fubo lcid rblx riot amc sos hood clov bbig plug spce WE ALERTED ZOM at 50 RAN TO 2 300 GAIN DAILY ALERTS 15 ONE TIME FEE BEAT THAT LINK IN BIO,0.0,neutral,1345666465870061568,3640,1,1,2021-11-03 08:46:22,
16,1455590952584765445,2021-11-02 13:41:41,praise be to everyone who fought this demonic piece of surveillance technology and continue to do so everywhere else it rears its ugly head,-0.7,negative,1135622396,,141,990,2021-11-03 08:46:22,
15,1455593611089911808,2021-11-02 13:52:15,It s SO crazy that we re in a data filled industry but too many newbies refuse to study the data or look at history preferring to be brainwashed by promoters promising magic riches with little to no work Stop believing pipe dreams stop trusting anything not supported by data,0.13541666666666666,positive,11247222,,8,95,2021-11-03 08:46:22,
14,1455594147943882753,2021-11-02 13:54:23,hello,0.0,neutral,1382530260793581570,,1,154,2021-11-03 08:46:22,
10,1455595498723741701,2021-11-02 13:59:45,Now it s a bad idea When did it take this long for to get ethics,-0.37499999999999994,negative,18135683,,0,0,2021-11-03 08:46:22,
9,1455595568475131906,2021-11-02 14:00:01,LCID 319k 69 call 31 put MSFT 313k 77 call 23 put NIO 299k 81 call 19 put PLTR 221k 74 call 26 put SNAP 218k 85 call 15 put OCGN 218k 77 call 23 put BABA 207k 75 call 25 put MARA 202k 77 call 23 put FCEL 202k 85 call 15 put,0.0,neutral,817007725666242561,146014,3,21,2021-11-03 08:46:22,
11,1455595566570823685,2021-11-02 14:00:01,Intraday Option Volumes TSLA 1 508m 56 call 44 put AAPL 1 138m 74 call 26 put F 633k 77 call 23 put PFE 563k 84 call 16 put AMD 540k 77 call 23 put NVDA 471k 77 call 23 put FB 411k 75 call 25 put AMC 343k 74 call 26 put,0.0,neutral,817007725666242561,146014,7,34,2021-11-03 08:46:22,
4,1455597431341518852,2021-11-02 14:07:25,How right you are,0.2857142857142857,positive,1446197715981910023,,5,23,2021-11-03 08:46:22,
0,1455600028479807488,2021-11-02 14:17:45,PLTR Making a bearflag Earnings on 8th nov,0.0,neutral,1350419150867484673,435,0,0,2021-11-03 08:46:22,
29,1382019481514426371,2021-04-13 13:14:55,vacq bought more of this space company at 10 64 1k shares baby Also go more pltr 1k shares You guys see the tsla breakout pltr is right around the corner with vacq 12 month price targets vacq PT 30 pltr PT 100 tsla PT 1200 EOY,0.42857142857142855,positive,501080578,233,0,3,2021-11-03 08:46:21,
16,1454292743547654144,2021-10-29 23:43:04,My October month end PF by size Top 10 70 SE NET TTD CRWD SQ APPS ETSY ROKU TTD TWLO MGNI ASAN PLTR PINS COIN AFRM DOCN UPST ZI SOFI DOCU INMD,0.25,positive,920239938,,4,50,2021-11-03 08:46:21,
6,1455233497224949764,2021-11-01 14:01:17,Peter Thiel Warns The Centralized Misinformation Problem Creates A Fake Consensus,-0.5,negative,18856867,,150,619,2021-11-03 08:46:21,
34,1455277104073957378,2021-11-01 16:54:34,poison kill shot numbers Pfizer EK9231 Moderna 039K20A Palantir Kill shot targeting,0.0,neutral,31580276,,2,1,2021-11-03 08:46:21,
19,1455347335546945539,2021-11-01 21:33:38,FB F PLTR NXTD GFI Algorithmically curated trade ideas for top tickers with options sweep activity daily recap courtesy the of real time dashboard from,0.2333333333333333,positive,1292924392033247232,,1,2,2021-11-03 08:46:21,
9,1455358462058192898,2021-11-01 22:17:51,Mainly long on BTC ETH ADA PLTR and especially ASS,-0.025,negative,1400670567645204480,,2,6,2021-11-03 08:46:21,
1,1455398080363175939,2021-11-02 00:55:17,I just wrote a letter Write letter to regarding amp their provision of predictive artificial intelligence provided to Israeli military Write one here,-0.35,negative,2285382644,,1,0,2021-11-03 08:46:21,
20,1455512517053075456,2021-11-02 08:30:00,Index investors Do you own any individual stocks or cryptocurrencies If so what percentage of your portfolio do you allocate towards individual equities,0.19999999999999998,positive,1255099363468115968,,3,30,2021-11-03 08:46:21,
14,1455559277939204108,2021-11-02 11:35:49,PLTR Scaling in slowly with these LEAPs to accommodate the afternoon volatility around FOMC and tomorrow,-0.30000000000000004,negative,1255201988247257090,1669,0,1,2021-11-03 08:46:21,
22,1455567983468761090,2021-11-02 12:10:25,Leaked Palantir Doc Reveals Uses Specific Functions And Key Clients via,0.0,neutral,324834702,,1,3,2021-11-03 08:46:21,
18,1455578085965778945,2021-11-02 12:50:33,Starter PLTR Jan 30C small,-0.25,negative,17014671,1786,0,2,2021-11-03 08:46:21,
37,1455589460687589381,2021-11-02 13:35:45,BREAKING Facebook says it will shut down its Face Recognition system and will delete more than a billion people s individual facial recognition templates,0.08611111111111111,positive,375721095,,872,4757,2021-11-03 08:46:21,
25,1455591048659537929,2021-11-02 13:42:04,Load area for extra shares pltr aapl lc sbea eyes on tsla as well,0.0,neutral,279020836,7035,0,3,2021-11-03 08:46:21,
36,1455591088417382400,2021-11-02 13:42:13,Facebook was way behind Amazon Google Palantir and other firms on facial recognition which will be in every security camera in ten years When somebody steals your Amazon package off your porch your doorbell camera will tell you who they are and you will like it,-0.13125,negative,178353631,,1,0,2021-11-03 08:46:21,
30,1455592778646368262,2021-11-02 13:48:56,BREAKING Facebook said it s shutting down its facial recognition system and deleting the templates of more than 1 billion people,0.11481481481481481,positive,1652541,,422,829,2021-11-03 08:46:21,
12,1455596448377155595,2021-11-02 14:03:31,Everything Money 4 months ago we think Apple is expensive at 128 and we will wait until it drops to 100 Everything Money today we like Apple stock at 150 1 clown and his 2 boyfriends are throwing darts at random picks,-0.5,negative,294548572,,11,288,2021-11-03 08:46:21,
23,1455597301133496328,2021-11-02 14:06:54,Facebook has announced they will be deleting over a billion face recognition templates as they shut down their entire face recognition system This is great news for Facebook users and for the global movement pushing back on this technology,0.1288888888888889,positive,4816,,290,781,2021-11-03 08:46:21,
15,1455598178896597005,2021-11-02 14:10:24,You got 6 figures you throwing it in small caps or certain crypto play Which one,-0.017857142857142863,negative,943883051989221376,,0,51,2021-11-03 08:46:21,
35,1455602477546364928,2021-11-02 14:27:29,Hi Ken im 21 at the moment but I have no job cos still studying duh just want to check with you on how to actually get a loan without being paid a salary when there is a high certainty ROI from investing will be higher than to pay back loan interests thankyou,0.022000000000000002,positive,1342190996818284544,1,0,0,2021-11-03 08:46:21,
31,1455603236895920131,2021-11-02 14:30:30,Most mentioned stocks on WallStreetBets over the 24 hours 1 Tesla TSLA 2 GameStop GME 3 Chegg CHGG 4 Ocugen OCGN 5 Hertz HTZZ 6 Amazon AMZN 7 Ford F 8 Apple AAPL 9 SOFI 10 Nvidia NVDA 11 Lucid LCID 12 Meta FB 13 Corsair CRSR 14 Palantir PLTR Source,0.5,positive,1250830691824283648,125737,7,30,2021-11-03 08:46:21,
13,1455604797298515968,2021-11-02 14:36:42,All PLTR holders should be happy here to keep accumulating the share within the consolidation range Ignore the noise and focus on the long game PLTR is a long term winner,0.075,positive,1299916382084063232,276,1,11,2021-11-03 08:46:21,
27,1455605816032174092,2021-11-02 14:40:45,My new Pinned price targets 12 month price targets RKLB PT 30 EOY 2021 pltr PT 100 EOY 2021 Nok PT 10 EOY 2021 clov PT 20 EOY 2021 tsla PT 2000 EOY 2022,0.13636363636363635,positive,501080578,233,0,2,2021-11-03 08:46:21,
26,1455606584445374472,2021-11-02 14:43:48,PLTR to 100 by YE Seems steep but hoping you are right,0.2857142857142857,positive,1360232893403041796,1,0,0,2021-11-03 08:46:21,
21,1455609158548574208,2021-11-02 14:54:01,arkk went from 30 to even on the year Good move for everyone saying tech was dead qqq hit ATH s Really been a stock pickers market this year,0.2333333333333333,positive,817911806261940224,5432,0,0,2021-11-03 08:46:21,
10,1455611054726303754,2021-11-02 15:01:34,The U S Army embraces DigitalTransformation to empower people and streamline processes tracks its ITModernization goals including better CyberSecurity communication and CloudComputing,0.5,positive,619348876,,2,2,2021-11-03 08:46:21,
4,1455612451123339268,2021-11-02 15:07:06,We ve seen a big reversal for the ARKQ autonomous tech amp robotics ETF in the past month thanks to Tesla But is that stock the only winner here Ados and share their favorites ARKQ TSLA,0.07,positive,1278852289,,6,23,2021-11-03 08:46:21,
17,1455612741448880134,2021-11-02 15:08:16,PLTR 26 CALL 11 5 40 SWING PLTR,0.0,neutral,1279187403857702913,1022,1,5,2021-11-03 08:46:21,
5,1455615871259320320,2021-11-02 15:20:42,Me and are having diner with Peter Thiel tonight What should we ask him,0.0,neutral,24286463,,1,49,2021-11-03 08:46:21,
8,1455618521975558145,2021-11-02 15:31:14,Garry employee 1 was the proud papa of tgis tech,0.8,positive,23795051,277,0,4,2021-11-03 08:46:21,
0,1455621624586199045,2021-11-02 15:43:34,TODAYS Recap CAR calls paid over 2 500 NVDA calls paid over 150 MARA calls paid 130 and still going COIN Calls paid over 65 SI Calls paid over 60 SPY Calls paid over 30 SPY TSLA SHOP AMZN ROKU NFLX BYND LCID PLTR COIN HOOD MARA,0.0,neutral,341223258,3516,5,30,2021-11-03 08:46:21,
2,1455622471953039363,2021-11-02 15:46:56,LC 48 50c seems like a good range I m keeping my eyes on other option tickers as well but many of them are already up so I don t want to risk alerting them This being in the red I think it can be a solid play after DKNG and AMC both ran 50 back to back days,0.15357142857142855,positive,1444872700204396546,129,0,0,2021-11-03 08:46:21,
11,1403392776646152194,2021-06-11 12:44:46,Anduril backed by the Thiel owned Founders Fund was started by Palmer Luckey after he was fired from facebook owned Oculus for political donations to far right groups Anduril like Palantir take their name from Lord of the Rings the flame of the west,0.12857142857142856,positive,1087052725467131905,654,1,3,2021-11-03 08:46:19,
36,1453580533460439046,2021-10-28 00:33:00,LT account updates Top positions PAVM PDSB LPTX FSTX ACHL MYOV CRVS MREO AUPH BCTX CKPT Rest OCUL SIOX CMRX CBIO PHRRF ONCT DMTK CRIS AUTL ASLN ALEC TCON PSNL LUCD Techs SE TNDM TWLO PINS SNAP TWTR FB APPS BABA LCID TSLA PLTR AMD,0.5,positive,1884013189,,8,119,2021-11-03 08:46:19,
4,1454927298386284553,2021-10-31 17:44:33,PLTR understand how PLTR helps Ferrari in racetracks Old but gold Part 1 of 2,0.1,positive,1299916382084063232,,1,4,2021-11-03 08:46:19,
41,1455255776184913927,2021-11-01 15:29:49,After hours will be exciting if PLTR closes or above 27 29 and 30 becomes clear cut volume induced move Current Volume on the day 22M Average Daily Volume 27 7M,0.041666666666666664,positive,854771637069246464,,2,4,2021-11-03 08:46:19,
18,1455338005611356160,2021-11-01 20:56:34,11 2 Watchlist AMD 129c gt 126 30 123p lt 124 30 MU 73c gt 71 25 69p lt 70 25 FB 340c gt 331 35 322 5p lt 328 30 PLTR 27 5c gt 26 90 26p lt 26 35 DDD 35c gt 32 35,0.0,neutral,1345101918075555846,4664,11,104,2021-11-03 08:46:19,
26,1455557756950179840,2021-11-02 11:29:46,A Guide To Becoming A Profitable Trader TSLA MRNA AAPL FUBO GME AMC NIO PLTR LCID SPY QQQ DWAC WISH CLOV PLUG ES COIN,0.45,positive,416749415,5435,1,3,2021-11-03 08:46:19,
10,1455559139308961799,2021-11-02 11:35:16,Portfolio update Nov 2nd MSFT AMZN FB GOOGL INTU COST CNSWF CDNS ADSK PM EL MTCH EVVTY HD ETSY SPGI MA V SOXX OTIS SQ SBUX NTDOY PYPL RMD COIN DMTK PLTR VIRT SE CLPT XPEL ONCT Added to CSU ADSK EVO sold CHTR MELI RACE initiated COIN,0.0,neutral,220776867,,2,17,2021-11-03 08:46:19,
42,1455589734122672139,2021-11-02 13:36:50,PLTR 3 50 Today Now 25 63,0.0,neutral,854771637069246464,,1,3,2021-11-03 08:46:19,
34,1455599903757848578,2021-11-02 14:17:15,This is nonsense Clearview Palantir and lord knows who else already have all this data and are continuing to harvest it This is a low hanging cheap easy story for Meta to roll out claiming to have a conscience Don t help them with their PR effort,0.2777777777777778,positive,4848301,,0,3,2021-11-03 08:46:19,
13,1455610235914162179,2021-11-02 14:58:18,This stock and pins my worst decisions,-1.0,negative,1223393765341257729,,0,1,2021-11-03 08:46:19,
17,1455612199616094213,2021-11-02 15:06:07,Boeing ba structure is not showing strength on the contrary Everyone called me crazy at 400 to share my view Once again wise I show you another Expects 50 s or lower in due time to come now 200 Years end could go to 42 but I m monitoring price action Look at 205,0.018749999999999996,positive,946480521722449920,,1,3,2021-11-03 08:46:19,
38,1455620100501827585,2021-11-02 15:37:30,antiquarian To be fair it seems like he left based on a quick Wikipedia article before they started working with ICE,0.3444444444444444,positive,703661143,,0,4,2021-11-03 08:46:19,
7,1455620808982794242,2021-11-02 15:40:19,A lot of fun talking with ados I love her PLTR call Check out on the monthly relative rotation graph chart next tweet best performer in ARKQ since the summer a great play with the AR VR wearables market,0.43333333333333335,positive,20011326,,8,19,2021-11-03 08:46:19,
35,1455622093362532355,2021-11-02 15:45:25,Yes Lots of cool ideas Started the now tradition of amazing visual treatment of the world But they turned the weirding way of battle using psychology and emotional manipulation into ray guns FFS Is there a worse understanding of source material anywhere,0.11000000000000001,positive,8919672,,0,0,2021-11-03 08:46:19,
6,1455623375318040578,2021-11-02 15:50:31,FREE ALERTS Recap SNAP paid 92 MARA paid 102 AAPL paid 100 amp 30 Likes for Tomorrow Picks SPY TSLA SHOP AMZN ROKU NFLX BYND LCID PLTR COIN HOOD MARA AMD NVDA AAPL BA QCOM MRNA PFE NVAX SPOT MSFT NIO NVAX SPX NET BITO CAR PG,0.2,positive,341223258,3516,8,33,2021-11-03 08:46:19,
9,1455624900819832833,2021-11-02 15:56:35,Do we know who FaceCrook sold facial ID data to,0.0,neutral,268573349,,0,1,2021-11-03 08:46:19,
25,1455625549108424706,2021-11-02 15:59:09,why is PLTR in ARKF,0.0,neutral,14117774,17434,2,2,2021-11-03 08:46:19,
19,1455625972875735045,2021-11-02 16:00:50,Trades taken today FVRR UPWK GOGO SYF Z HOOD PLTR MDB All longs,0.0,neutral,1056707817082703873,11563,2,11,2021-11-03 08:46:19,
29,1455626280829915136,2021-11-02 16:02:04,Small gains add up amp nobody can convince me otherwise Quit going for homeruns in this market 3 837 78 on the day amp 5 446 04 on the week so far Trades today Wins AAPL PTON NIO AFRM AAPL PLTR Loss PFE AAPL,0.049999999999999996,positive,1369752877707767808,18005,1,64,2021-11-03 08:46:19,
23,1455626801456324611,2021-11-02 16:04:08,Came a long way back from being down a couple percent mid day Bought a ZI 5 starter in 68 s another limit order didn t fill Bottom SHOP MGNI SQ ATY ROKU TTD U APPS Ad Tech here we come APPS today amp ATY tomorrow morning How d y all do,-0.0513888888888889,negative,1280517099685904384,,2,38,2021-11-03 08:46:19,
27,1455628073517338628,2021-11-02 16:09:11,Down 0 78 Bot more TWST Losers TSLA LCID DNA TDOC SQ NVTA PLTR Green day tomorrow,-0.013888888888888895,negative,70421465,223,1,1,2021-11-03 08:46:19,
33,1455629791672012810,2021-11-02 16:16:01,Avril Haines is always silent it seems We don t hear much there Scary,-0.09999999999999999,negative,1305824661519970314,,0,1,2021-11-03 08:46:19,
28,1455633179025584128,2021-11-02 16:29:28,5 for 7 for the season Chef Curry baby Thanks to for coaching me and made a little on his AMD and PLTR calls,0.0062500000000000056,positive,1354641179191750656,6,1,6,2021-11-03 08:46:19,
30,1455633699064717321,2021-11-02 16:31:32,Quel homme Ole s rieusement tous les 3 jours il invente quelque chose de nouveau,0.0,neutral,44080108,,1,15,2021-11-03 08:46:19,
24,1455635245575856135,2021-11-02 16:37:41,PLTR 1 2 PALANTIR TORCH integrated BILLIONS of tweets at sub minute latency to quickly discover trending conversations understand their content and visualise their evolution over time 2014,0.3333333333333333,positive,1356214197009457157,1603,2,39,2021-11-03 08:46:19,
22,1455636082276683782,2021-11-02 16:41:01,Already starting Spire is the first with the acquisition of six weeks ago Will happen with each EO provider as they deploy cash to keep pace with insane revenue growth expectations,-0.25,negative,707019229241823234,6555,0,4,2021-11-03 08:46:19,
21,1455636279404728325,2021-11-02 16:41:48,I can do stories about anyone I want,0.0,neutral,16076032,,0,8,2021-11-03 08:46:19,
3,1455636785774710787,2021-11-02 16:43:48,Could also go the other way analytics companies snapping up EO providers Palantir is rolling heavy SPACs are like the big guy in the gym doing curls But the there are professional body builders training out of sight in an entirely different gym,-0.045,negative,707019229241823234,6555,0,4,2021-11-03 08:46:19,
16,1455637142516944898,2021-11-02 16:45:13,Starting with 7k down to 3k back up to 29k Lot of thanks to this chat TEVA UAA PLTR HIVE WIMI NVDA T XELA FB,0.011111111111111106,positive,1455636537367011331,0,1,0,2021-11-03 08:46:19,
20,1455637259764514824,2021-11-02 16:45:41,Tuesday Option Volumes TSLA 1 927m 57 call 43 put AAPL 1 415m 74 call 26 put F 801k 77 call 23 put PFE 729k 83 call 17 put AMD 690k 76 call 24 put NVDA 589k 76 call 24 put FB 546k 73 call 27 put AMC 465k 75 call 25 put,0.0,neutral,817007725666242561,146014,8,45,2021-11-03 08:46:19,
15,1455637261471698948,2021-11-02 16:45:42,LCID 429k 70 call 30 put MSFT 408k 76 call 24 put NIO 358k 80 call 20 put BKKT 357k 92 call 8 put PLTR 316k 77 call 23 put UBER 309k 72 call 28 put BABA 284k 72 call 28 put OCGN 277k 76 call 24 put SNAP 273k 83 call 17 put,0.0,neutral,817007725666242561,146014,5,35,2021-11-03 08:46:19,
14,1455638150160728067,2021-11-02 16:49:14,11 2 Results AMD 129c 1 24 1 50 21 Tons of ways to play this one MU 73c 12 17 42 EOD break back above put level FB 322 5p 2 4 4 1 71 PLTR 26p 36 79 120 DDD,0.0,neutral,1345101918075555846,4664,3,38,2021-11-03 08:46:19,
8,1455638318180225024,2021-11-02 16:49:54,imaginues no response yet still waiting to hear from,0.0,neutral,62471024,,0,0,2021-11-03 08:46:19,
12,1455639581525696513,2021-11-02 16:54:55,,0.0,neutral,1305550376188309505,154903,135,1001,2021-11-03 08:46:19,
1,1455642924478128129,2021-11-02 17:08:12,Earnings Preview Palantir Technologies Inc PLTR Q3 Earnings Expected to Decline FaithDrivenVentureCapital FaithDrivenInvestors FaithDrivenEntrepreneurs,-0.1,negative,1233104313771184129,238,1,0,2021-11-03 08:46:19,
